6952005991183471615,4689369347984810495,7857351190186174975,5811738888479578623,8809874919493266431,7362701669030718463,
5748032892861561855,5932512892343532543,6327241236279186943,6355669511162424319,6296468632757240831,8383423107280847359,
9208429646434586623,5833613599260059647,5706018533940995071,6586346392860227583,6929645731328463871,8625904962068948991,
8066784704078785535,4630403504097329151,4961950249655364607,7975947937973412863,5440813544913286655,4954616669565041663,
7452138140648369151,7454414056598201855,8492467794765321215,5394152726358965247,4639367536986068479,7181155982999991807,
5493836004746001407,7220596943095995391,7437218993302467583,8248670690857862655,5753921493441947647,8393289020530914815,
7179935641758652927,7440696443374407167,8128766772643101695,5062278963587334655,6590351996171907583,8423257996213665791,
6859245905656921599,6461649689444762623,4733072351172524031,5297793692335385087,4818126746457647615,6763244193313418751,
6358937135118244863,8729874632877153791,6342180208834848767,5867953627488832511,8309213863801350143,8798800945338441727,
6721496933029244415,8374148884072787967,9039090063256478719,7840985972006093311,4718105244015306751,4871212317245197311,
9070007777723371007,6993068656847738879,5907665864178639871,7841083760402246655,6213674067864349695,4992949271005977087,
5755393690334033407,8334492690487153151,5988336072044611583,7597326411531587583,5256951491947373055,4760976804162478079,
4818189735610616319,8977243440933270015,6559297651594706943,7798604532158628351,5788962821296825855,7950777231205390335,
7101826171180460031,7975791952125351423,6545149406655677951,6804497678876073983,4841853469508050943,5144157980469531647,
8302305588416212479,5347696599365080575,8614214263187796991,5194910306189636095,5024441261773316607,7927944236702111231,
7399032789541104639,6937720277118735359,5351803865117054463,6413297780861796351,6983897217462415359,6785321999964776959,
6418189382166597119,8976367375732102655,6522545734921350143,5332758923867250687,8613226342781324287,5564919328824272383,
4750323080548777983,4932708041677129215,6434561348599493119,6412389408912455167,7518774507848162303,8665834060430798847,
7745025941077127167,5210603361174087679,6803036772637210111,8735744673216734719,5491850294879495679,5829101122862883327,
7192794872387790847,6185678202994673663,5661134631297258495,8527789032969812479,6330560029196492287,7965922927720315391,
6566497100668303871,5421081023489300479,8775808256067302911,6148445634170700799,6881035632626779135,9051487246272652287,8879011238533264383,5302630594931984383,
5975247143305326591,6105747864500497407,7741586341294595583,6352494386404513279,
6677253182600608255
